artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,characteristic_id,artist_id,genre_id
Corner,0.000,0.794,388340,0.775,0.708,0.064,-6.439,0.085,128.008,0.296,0.000,1,1,183411,5790,
Cornershop,0.289,0.730,268022,0.744,0.191,0.141,-5.885,0.040,109.252,0.766,39.667,7,1,183412,5791,
Cornélio Pires,0.958,0.685,134743,0.278,0.043,0.245,-14.121,0.692,98.429,0.588,0.038,7,1,183413,5792,
Coro Cantores de Madrid,0.973,0.521,151960,0.388,0.066,0.101,-9.261,0.028,99.037,0.432,3.000,2,1,183414,5793,
Coro Cetra,0.982,0.479,219774,0.245,0.000,0.169,-12.755,0.153,82.837,0.193,0.500,5,1,183415,5794,
Coro Del Teatro Alla Scala Di Milano,0.969,0.288,234578,0.231,0.244,0.199,-15.672,0.057,93.498,0.184,5.756,10,1,183416,5795,
"Coro Del Teatro Alla Scala Di Milano, Orchestra Del Teatro Alla Scala Di Milano, Herbert Von Karajan",0.984,0.150,319960,0.144,0.903,0.306,-20.953,0.044,73.148,0.047,11.000,6,1,183417,5796,
"Coro Del Teatro Alla Scala Di Milano, Orchestra Del Teatro Alla Scala Di Milano, Tullio Serafin",0.966,0.120,511840,0.217,0.903,0.164,-17.599,0.040,80.554,0.128,1.000,2,1,183418,5797,
Coro Infantil Sinfonico,0.980,0.369,138592,0.111,0.483,0.120,-24.472,0.044,114.790,0.359,0.000,2,0,183419,5798,
Coro Lirico di Milano della Rai,0.977,0.361,230200,0.176,0.069,0.296,-17.704,0.055,120.456,0.269,0.000,4,1,183420,5799,
Coro del Maggio Musicale Fiorentino,0.954,0.399,176256,0.262,0.252,0.310,-13.236,0.069,110.728,0.265,0.333,3,1,183421,5800,
"Coro del Maggio Musicale Fiorentino, Raffaele Arié, Orchestra del Maggio Musicale Fiorentino, Tullio Serafin",0.982,0.255,194693,0.408,0.600,0.123,-11.754,0.043,100.494,0.195,0.000,3,1,183422,5801,
Coro del Teatro Comunale di Bologna,0.980,0.450,189333,0.261,0.001,0.069,-16.633,0.080,136.941,0.296,32.000,4,1,183423,5802,
Coro dell'Accademia Nazionale Di Santa Cecilia,0.940,0.325,208517,0.226,0.068,0.320,-18.653,0.062,101.008,0.192,2.000,3,1,183424,5803,
Coro dell'EIAR di Torino,0.915,0.490,168529,0.214,0.141,0.315,-15.503,0.187,93.728,0.356,0.000,0,1,183425,5804,
Coro di Roma della RAI,0.985,0.374,208242,0.232,0.070,0.307,-15.609,0.083,111.658,0.248,0.000,9,1,183426,5805,
Coro di Torino della RAI,0.971,0.331,216058,0.115,0.135,0.219,-21.505,0.072,90.017,0.195,0.000,7,1,183427,5806,
"Coro di Torino della RAI, Orchestra di Torino della RAI, Antonino Votto",0.938,0.223,405800,0.081,0.074,0.108,-21.059,0.044,82.288,0.087,0.000,7,1,183428,5807,
"Coro e Orchestra del Teatro alla Scala, Milano",0.976,0.314,254427,0.106,0.000,0.338,-19.940,0.050,109.045,0.140,32.000,9,1,183429,5808,
Corona,0.075,0.668,255594,0.833,0.469,0.187,-10.061,0.038,127.881,0.630,37.667,5,0,183430,5809,
Coroner,0.000,0.275,309294,0.855,0.667,0.279,-10.089,0.085,145.281,0.389,38.000,10,1,183431,5810,
Corp Hot Latino Rhythms,0.294,0.665,187985,0.315,0.029,0.112,-15.255,0.078,129.973,0.754,0.000,5,0,183432,5811,
Corrosion Of Conformity,0.014,0.379,271305,0.919,0.076,0.133,-6.489,0.072,121.643,0.524,41.571,5,1,183433,5812,
Corrupt Defile,0.000,0.103,228013,0.978,0.333,0.147,-2.055,0.100,83.780,0.039,0.000,9,1,183434,5813,
Cortex,0.464,0.512,190707,0.647,0.692,0.147,-10.152,0.054,119.754,0.696,35.067,9,1,183435,5814,
Corti Organ,0.003,0.494,66089,0.870,0.563,0.518,-6.942,0.121,132.995,0.388,8.833,11,0,183436,5815,
Cortijo Y Su Combo,0.742,0.583,200359,0.689,0.092,0.161,-8.077,0.082,108.873,0.902,27.455,5,1,183437,5816,
Corvin Burrell,0.015,0.797,435264,0.896,0.863,0.104,-10.363,0.063,128.009,0.086,0.000,7,1,183438,5817,
Cory Asbury,0.029,0.572,333386,0.685,0.000,0.096,-7.290,0.036,110.698,0.232,71.000,6,1,183439,5818,
Cory Friesenhan,0.002,0.597,199385,0.807,0.069,0.158,-6.554,0.035,129.944,0.127,0.000,9,0,183440,5819,
Cory Gunz,0.001,0.365,248587,0.751,0.000,0.318,-5.429,0.304,79.119,0.605,60.667,2,1,183441,5820,
Cory Morrow,0.093,0.584,259383,0.765,0.001,0.158,-5.106,0.030,110.346,0.662,35.667,7,1,183442,5821,
Cosculluela,0.110,0.842,223953,0.740,0.000,0.165,-5.620,0.194,95.021,0.704,26.750,8,0,183443,5822,
Cosmic Cowboys,0.001,0.803,492064,0.771,0.752,0.071,-11.612,0.061,124.007,0.247,0.000,10,0,183444,5823,
Cosmic EFI,0.001,0.531,174207,0.934,0.879,0.193,-7.994,0.087,127.014,0.465,17.000,7,1,183445,5824,
Cosmic Gate,0.006,0.535,176408,0.842,0.482,0.265,-7.554,0.073,130.452,0.382,12.080,7,0,183446,5825,
Cosmic Jones,0.012,0.336,231652,0.927,0.001,0.176,-5.605,0.110,114.966,0.311,0.000,9,1,183447,5826,
Cosmic Phosphate,0.000,0.775,277674,0.996,0.853,0.038,-4.419,0.075,128.993,0.415,0.000,11,0,183448,5827,
Cosmithex,0.006,0.651,458274,0.977,0.840,0.191,-5.913,0.068,138.018,0.037,0.000,1,1,183449,5828,
Cosmo Klein,0.001,0.693,346875,0.904,0.267,0.080,-4.157,0.060,128.021,0.184,0.000,1,0,183450,5829,
Cosmo Sheldrake,0.687,0.619,242567,0.510,0.000,0.137,-5.549,0.031,127.966,0.441,59.000,1,0,183451,5830,
Costa,0.014,0.536,491520,0.919,0.265,0.330,-4.970,0.116,124.995,0.053,22.000,5,1,183452,5831,
Coti,0.083,0.622,208200,0.818,0.000,0.310,-6.784,0.033,138.495,0.849,68.000,9,1,183453,5832,
Cotton Jones,0.501,0.600,335587,0.623,0.000,0.138,-8.140,0.027,107.499,0.565,56.000,10,1,183454,5833,
Coucheron,0.021,0.880,296080,0.636,0.283,0.092,-7.003,0.233,120.044,0.587,19.000,4,0,183455,5834,
Count Basie,0.770,0.552,197257,0.354,0.206,0.185,-12.184,0.064,122.511,0.601,13.892,5,1,183456,5835,
Count Basie & His All American Rhythm Section,0.923,0.669,191963,0.241,0.774,0.116,-15.075,0.056,99.381,0.633,4.615,5,1,183457,5836,
Count Basie & His Orchestra; Vocal by Jimmy Rushing,0.983,0.615,192693,0.088,0.021,0.079,-13.440,0.054,87.084,0.513,0.000,7,0,183458,5837,
Count Basie Octet,0.633,0.622,173526,0.404,0.143,0.137,-9.433,0.048,115.061,0.544,3.500,5,0,183459,5838,
Count Basie Orchestra,0.790,0.462,251053,0.368,0.661,0.109,-14.206,0.069,109.233,0.627,39.333,8,1,183460,5839,
Count Basie's Kansas City Seven,0.972,0.725,193097,0.208,0.894,0.164,-15.156,0.043,118.151,0.620,4.143,2,0,183461,5840,
Count Five,0.010,0.487,141708,0.633,0.084,0.170,-7.788,0.061,131.705,0.684,32.750,4,1,183462,5841,
Count Lasher,0.974,0.693,171667,0.519,0.009,0.119,-8.050,0.062,87.859,0.852,28.500,5,1,183463,5842,
Count Robocula,0.025,0.630,152086,0.549,0.030,0.320,-10.980,0.055,119.854,0.106,0.000,8,1,183464,5843,
Count Von Count,0.528,0.649,267665,0.373,0.000,0.255,-11.196,0.531,126.121,0.608,21.000,10,1,183465,5844,
Countdown Mix Masters,0.000,0.865,259000,0.650,0.000,0.065,-6.302,0.050,128.202,0.182,0.000,7,1,183466,5845,
Countdown Singers,0.166,0.630,223688,0.605,0.036,0.208,-7.532,0.047,117.414,0.641,0.238,4,1,183467,5846,
Countee Cullen,0.977,0.565,222760,0.248,0.584,0.306,-17.369,0.862,80.755,0.610,10.000,10,0,183468,5847,
Counting Crows,0.392,0.479,261366,0.605,0.007,0.201,-7.797,0.045,116.749,0.433,46.179,5,1,183469,5848,
Country All Stars,0.773,0.833,139227,0.605,0.793,0.116,-10.501,0.104,126.273,0.963,10.000,9,1,183470,5849,
Country Club Martini Crew,0.068,0.727,182949,0.730,0.002,0.057,-4.596,0.064,105.056,0.458,22.000,7,0,183471,5850,
Country Comfort,0.827,0.545,220803,0.362,0.111,0.181,-12.034,0.035,124.091,0.462,14.375,4,1,183472,5851,
Country Joe & The Fish,0.380,0.444,258415,0.470,0.087,0.279,-13.814,0.063,131.253,0.521,26.267,2,1,183473,5852,
Country Joe McDonald,0.408,0.757,174960,0.343,0.000,0.302,-12.643,0.035,97.819,0.884,37.000,7,1,183474,5853,
Coupé Cloué,0.431,0.620,573800,0.558,0.000,0.105,-14.233,0.213,94.228,0.902,29.000,9,0,183475,5854,
Courtney Barnett,0.001,0.443,312227,0.737,0.003,0.121,-4.509,0.029,115.277,0.746,55.000,0,1,183476,5855,
Cousin Emmy,0.745,0.541,113760,0.340,0.000,0.124,-19.174,0.047,138.439,0.309,25.000,11,1,183477,5856,
Cousin Stizz,0.102,0.965,199267,0.692,0.000,0.088,-4.080,0.220,123.999,0.422,64.000,1,1,183478,5857,
Cousin Vic,0.029,0.750,438457,0.645,0.860,0.115,-13.772,0.044,126.986,0.157,0.000,7,0,183479,5858,
Coven,0.759,0.439,221904,0.426,0.045,0.216,-12.297,0.043,118.712,0.496,27.400,9,0,183480,5859,
Covered Wagon Musicians,0.857,0.673,258133,0.306,0.000,0.119,-15.706,0.033,132.568,0.963,34.000,2,0,183481,5860,
Cowboy,0.478,0.558,227035,0.270,0.009,0.167,-16.333,0.032,99.987,0.362,29.667,2,1,183482,5861,
Cowboy Junkies,0.588,0.471,260716,0.199,0.123,0.123,-20.185,0.035,119.985,0.343,37.583,0,1,183483,5862,
Cowboy Mouth,0.074,0.528,202587,0.733,0.000,0.159,-4.373,0.060,78.277,0.728,43.000,6,0,183484,5863,
Coyote Oldman,0.995,0.146,315298,0.024,0.954,0.103,-28.594,0.043,81.424,0.119,42.000,4,0,183485,5864,
Coyote Shivers,0.008,0.535,157893,0.825,0.000,0.099,-9.687,0.063,101.938,0.701,40.000,0,1,183486,5865,
Coyote Theory,0.432,0.306,242010,0.664,0.000,0.135,-6.070,0.028,158.283,0.321,74.000,9,1,183487,5866,
Cozi Zuehlsdorff,0.299,0.605,208562,0.783,0.000,0.133,-4.271,0.032,124.015,0.105,73.000,3,1,183488,5867,
Cozmic Spore,0.007,0.645,323231,0.959,0.822,0.091,-10.919,0.050,140.228,0.324,0.000,6,1,183489,5868,
Cozy Lounge Jazz,0.994,0.621,196923,0.252,0.964,0.109,-20.687,0.053,117.015,0.409,0.000,5,1,183490,5869,
Cracker,0.012,0.434,311021,0.722,0.003,0.179,-8.167,0.034,139.670,0.576,48.200,7,1,183491,5870,
Cradle Of Filth,0.000,0.333,378085,0.937,0.293,0.138,-7.677,0.074,135.187,0.181,41.333,2,0,183492,5871,
Craft Spells,0.026,0.609,240608,0.874,0.000,0.328,-3.889,0.029,112.011,0.744,51.000,9,1,183493,5872,
Crafting Audio,0.937,0.107,162407,0.236,0.014,0.111,-26.609,0.058,80.628,0.002,75.000,11,0,183494,5873,
Craig Armstrong,0.960,0.147,349920,0.046,0.927,0.106,-19.188,0.042,138.942,0.036,54.000,0,1,183495,5874,
Craig Campbell,0.163,0.628,167680,0.667,0.000,0.127,-6.282,0.039,160.010,0.584,50.000,6,1,183496,5875,
Craig Cardiff,0.309,0.555,246453,0.418,0.001,0.237,-12.700,0.046,159.764,0.328,61.000,0,1,183497,5876,
Craig Connelly,0.004,0.455,138703,0.947,0.584,0.390,-6.690,0.074,136.653,0.355,13.950,8,1,183498,5877,
Craig David,0.244,0.618,230015,0.749,0.002,0.190,-6.442,0.043,123.133,0.814,56.250,4,0,183499,5878,
Craig Dunlop,0.826,0.634,234790,0.373,0.069,0.163,-8.993,0.031,104.940,0.552,0.000,0,1,183500,5879,
Craig Engel,0.094,0.494,281233,0.572,0.000,0.058,-13.755,0.036,128.374,0.585,40.500,9,1,183501,5880,
Craig G,0.006,0.867,364800,0.597,0.000,0.279,-8.576,0.254,94.659,0.393,34.000,7,1,183502,5881,
Craig Hella Johnson,0.983,0.293,281587,0.193,0.000,0.113,-14.149,0.036,109.075,0.097,2.000,3,1,183503,5882,
Craig Jessop,0.969,0.097,287200,0.170,0.843,0.154,-23.428,0.038,89.328,0.150,38.000,10,1,183504,5883,
Craig Mack,0.260,0.649,265253,0.679,0.000,0.178,-7.559,0.337,126.584,0.641,48.600,9,1,183505,5884,
Craig Morgan,0.272,0.537,231882,0.711,0.000,0.159,-5.233,0.043,128.774,0.472,55.571,8,1,183506,5885,
Craig Morrison,0.739,0.565,177600,0.513,0.920,0.314,-14.952,0.026,99.975,0.538,0.000,0,1,183507,5886,
Craig Pruess & Ananda,0.993,0.182,1283747,0.076,0.069,0.082,-18.467,0.041,135.333,0.043,59.000,10,1,183508,5887,
Craig S. Heath,0.475,0.425,335227,0.505,0.000,0.214,-6.849,0.029,156.788,0.204,0.000,2,1,183509,5888,
Craig Wood,0.288,0.279,201339,0.523,0.041,0.127,-7.641,0.031,112.563,0.446,0.000,9,1,183510,5889,
Crain & Taylor,0.931,0.000,598425,0.000,0.892,0.115,-19.703,0.000,0.000,0.000,48.000,1,0,183511,5890,
Cramp,0.029,0.352,275394,0.821,0.805,0.377,-8.275,0.038,129.333,0.239,3.333,7,1,183512,5891,
Cranes,0.500,0.682,208367,0.380,0.666,0.089,-16.889,0.033,118.052,0.775,39.500,3,0,183513,5892,
Crash Test Dummies,0.221,0.528,251360,0.619,0.000,0.277,-9.314,0.047,124.931,0.444,47.154,3,1,183514,5893,
Crass,0.066,0.550,199561,0.831,0.001,0.139,-8.909,0.179,145.373,0.530,25.462,9,1,183515,5894,
Crazibiza,0.040,0.710,304979,0.864,0.233,0.082,-3.643,0.035,124.002,0.408,0.500,5,1,183516,5895,
Crazie A,0.083,0.737,260983,0.648,0.000,0.250,-8.706,0.181,106.628,0.521,0.000,4,0,183517,5896,
Crazy Cavan,0.318,0.446,165293,0.816,0.000,0.339,-9.762,0.077,183.696,0.718,37.000,9,1,183518,5897,
Crazy Elephant,0.235,0.846,123867,0.346,0.004,0.113,-13.791,0.054,137.642,0.746,39.000,2,1,183519,5898,
Crazy Frog,0.270,0.864,172695,0.903,0.638,0.079,-3.258,0.041,138.043,0.741,56.000,2,1,183520,5899,
Crazy Horse,0.299,0.450,303969,0.559,0.031,0.397,-11.066,0.038,120.507,0.470,36.135,7,1,183521,5900,
Crazy Town,0.010,0.729,222613,0.803,0.000,0.195,-5.152,0.107,103.357,0.586,60.500,9,1,183522,5901,
Cream,0.258,0.424,287372,0.562,0.129,0.301,-13.243,0.045,124.871,0.548,37.559,7,1,183523,5902,
Cream Pie,0.016,0.308,227889,0.851,0.183,0.148,-3.744,0.048,129.894,0.436,0.000,7,1,183524,5903,
Creatress,0.994,0.168,155625,1.000,0.680,0.913,-18.081,0.041,86.571,0.000,71.000,6,0,183525,5904,
Crecer German,0.686,0.785,202573,0.381,0.000,0.107,-5.991,0.035,121.885,0.872,66.000,6,0,183526,5905,
Creed,0.004,0.406,300115,0.752,0.002,0.179,-5.998,0.036,136.887,0.257,51.696,7,1,183527,5906,
Creed Bratton,0.700,0.623,179907,0.138,0.000,0.111,-20.568,0.032,104.070,0.434,45.000,2,1,183528,5907,
Creedence Clearwater Revival,0.120,0.594,218326,0.658,0.133,0.235,-9.597,0.045,126.178,0.727,43.924,2,1,183529,5908,
Creeperfunk,0.001,0.794,359947,0.819,0.656,0.576,-8.033,0.044,126.982,0.546,0.000,8,0,183530,5909,
Creighton Thompson,0.949,0.554,125640,0.295,0.000,0.898,-13.058,0.071,70.834,0.623,2.000,1,1,183531,5910,
Creme Soda,0.649,0.423,171128,0.566,0.001,0.268,-8.513,0.037,129.249,0.815,27.000,7,1,183532,5911,
Cressida,0.000,0.507,95459,0.923,0.813,0.409,-8.103,0.044,134.048,0.623,9.667,0,1,183533,5912,
Cri-Cri,0.794,0.568,183467,0.534,0.002,0.109,-7.560,0.104,114.802,0.856,51.000,5,1,183534,5913,
Crime & the City Solution,0.010,0.431,340027,0.463,0.623,0.227,-13.091,0.035,110.448,0.578,25.000,9,1,183535,5914,
Crime Mob,0.256,0.861,212667,0.707,0.000,0.285,-5.556,0.285,92.016,0.734,49.800,6,1,183536,5915,
CrimeBoss,0.018,0.823,321693,0.582,0.000,0.093,-9.644,0.388,166.253,0.278,34.000,11,1,183537,5916,
Crimson Discord,0.112,0.520,150388,0.891,0.007,0.056,-2.977,0.040,169.951,0.979,25.000,2,1,183538,5917,
Crimson Glory,0.001,0.244,332053,0.943,0.000,0.157,-4.208,0.156,174.333,0.544,34.000,3,1,183539,5918,
Cris Alexander,0.957,0.298,260667,0.034,0.000,0.143,-19.108,0.032,76.585,0.216,0.000,5,1,183540,5919,
Cris Groenendaal,0.920,0.585,40760,0.230,0.000,0.618,-18.558,0.061,118.823,0.603,22.000,7,1,183541,5920,
Crisaunt,0.372,0.945,179287,0.239,0.290,0.118,-17.862,0.039,118.616,0.583,64.000,4,1,183542,5921,
Crispian St. Peters,0.112,0.692,151667,0.734,0.000,0.164,-7.089,0.047,125.436,0.963,40.000,11,1,183543,5922,
Cristian,0.275,0.598,267554,0.564,0.000,0.135,-12.503,0.036,118.625,0.664,37.667,5,1,183544,5923,
Cristian Avigni,0.005,0.727,240968,0.785,0.003,0.277,-7.190,0.058,123.959,0.311,3.000,11,0,183545,5924,
Cristian Castro,0.406,0.568,262933,0.633,0.001,0.188,-6.910,0.031,109.735,0.418,55.333,10,1,183546,5925,
Cristian Exploited X,0.001,0.751,450000,0.585,0.871,0.173,-7.248,0.046,128.000,0.436,0.000,11,0,183547,5926,
Cristian Poow,0.000,0.720,379943,0.629,0.708,0.092,-5.494,0.055,127.014,0.509,0.000,9,0,183548,5927,
Cristian Vasile,0.976,0.521,183370,0.280,0.054,0.338,-13.168,0.055,115.926,0.506,0.906,7,1,183549,5928,
Cristian Vogel,0.018,0.796,312933,0.713,0.782,0.099,-13.254,0.046,125.990,0.214,0.000,1,1,183550,5929,
Cristiano Dalamangas,0.978,0.388,227657,0.329,0.019,0.312,-13.937,0.122,122.336,0.353,0.000,2,1,183551,5930,
Cristina Ariagno,0.987,0.440,77267,0.002,0.958,0.073,-44.761,0.053,126.920,0.473,57.000,9,0,183552,5931,
Cristina Deutekom,0.888,0.402,173960,0.228,0.001,0.329,-17.104,0.055,142.662,0.173,35.000,5,1,183553,5932,
Cristina Ortiz,0.986,0.189,150960,0.022,0.945,0.092,-34.754,0.039,116.366,0.094,44.667,7,1,183554,5933,
Cristina Soto,0.013,0.638,258900,0.832,0.058,0.165,-3.973,0.051,127.027,0.430,0.000,0,1,183555,5934,
Cristobal de Morales,0.995,0.193,402493,0.066,0.829,0.119,-19.239,0.047,128.975,0.036,57.000,10,1,183556,5935,
Cristoph,0.003,0.629,369042,0.919,0.834,0.203,-6.595,0.042,124.881,0.176,21.000,4,0,183557,5936,
Cristy Lane,0.659,0.488,189693,0.379,0.000,0.203,-6.650,0.025,78.166,0.319,39.000,2,1,183558,5937,
Crivel E Coro,0.994,0.664,169533,0.455,0.000,0.420,-10.251,0.233,128.872,0.694,5.000,7,1,183559,5938,
Cro-Mags,0.001,0.357,153258,0.873,0.384,0.116,-11.165,0.065,124.230,0.330,27.111,11,1,183560,5939,
Croatia Squad,0.024,0.822,355999,0.745,0.416,0.138,-5.942,0.068,120.695,0.786,2.000,1,1,183561,5940,
Cronoxs,0.002,0.591,495000,0.692,0.867,0.371,-12.510,0.047,128.012,0.062,0.000,2,1,183562,5941,
Crooked Still,0.399,0.533,201507,0.552,0.481,0.103,-9.874,0.035,180.048,0.847,52.000,5,0,183563,5942,
Crookers,0.030,0.751,281080,0.641,0.063,0.056,-6.967,0.046,129.993,0.965,54.000,11,0,183564,5943,
Crooklyn Dodgers,0.023,0.842,273453,0.478,0.000,0.892,-9.742,0.221,95.457,0.595,50.000,2,1,183565,5944,
Croquet Club,0.578,0.653,269791,0.763,0.846,0.106,-8.243,0.043,107.980,0.536,2.000,11,1,183566,5945,
"Crosby, Stills & Nash",0.566,0.543,222003,0.314,0.004,0.158,-15.540,0.046,118.526,0.429,32.696,9,1,183567,5946,
"Crosby, Stills, Nash & Young",0.503,0.476,261260,0.402,0.017,0.430,-13.958,0.068,127.364,0.483,37.556,2,1,183568,5947,
Cross Canadian Ragweed,0.204,0.527,265201,0.679,0.001,0.229,-7.242,0.040,106.949,0.530,47.222,7,1,183569,5948,
CrossFit Junkies,0.010,0.653,258601,0.786,0.001,0.043,-5.783,0.044,141.989,0.942,0.000,10,1,183570,5949,
Crossfade,0.001,0.442,203227,0.874,0.000,0.184,-5.569,0.082,128.885,0.543,57.000,2,0,183571,5950,
Crowbar,0.021,0.516,259785,0.520,0.034,0.065,-10.341,0.101,118.104,0.740,30.000,2,1,183572,5951,
Crowded House,0.228,0.517,210965,0.522,0.001,0.138,-14.079,0.034,106.439,0.615,52.083,7,1,183573,5952,
Crowder,0.637,0.457,289747,0.362,0.000,0.105,-8.843,0.028,134.835,0.153,59.000,0,1,183574,5953,
Crowder Brother,0.985,0.540,164702,0.347,0.019,0.183,-12.309,0.035,99.471,0.191,0.000,8,1,183575,5954,
Cru,0.114,0.824,215640,0.555,0.000,0.112,-10.309,0.166,99.576,0.728,44.000,1,1,183576,5955,
Crucial Conflict,0.030,0.749,260240,0.733,0.000,0.151,-9.163,0.061,139.935,0.897,45.000,11,0,183577,5956,
Crucial Dudes,0.000,0.324,123125,0.826,0.109,0.262,-5.816,0.099,118.349,0.371,8.900,4,1,183578,5957,
Cruise Control,0.577,0.520,280468,0.299,0.000,0.144,-7.257,0.028,140.064,0.120,3.000,10,1,183579,5958,
Crumb,0.758,0.393,318379,0.481,0.730,0.087,-10.462,0.027,98.462,0.076,68.000,1,1,183580,5959,
Crunchy Black,0.018,0.838,261933,0.793,0.000,0.106,-5.470,0.077,160.003,0.800,43.000,11,0,183581,5960,
Crush,0.842,0.524,227584,0.405,0.000,0.107,-6.145,0.028,109.984,0.237,70.000,10,1,183582,5961,
Crusy,0.001,0.472,134562,0.950,0.432,0.446,-5.893,0.056,128.001,0.276,20.000,5,0,183583,5962,
Crvena Jabuka,0.476,0.666,216800,0.489,0.000,0.136,-8.157,0.048,146.725,0.603,39.500,4,0,183584,5963,
Cry Of Love,0.011,0.600,275080,0.597,0.003,0.200,-10.906,0.034,110.475,0.716,38.500,11,1,183585,5964,
Crybaby Ouija,0.089,0.721,102500,0.809,0.000,0.193,-2.430,0.028,95.994,0.281,10.000,7,0,183586,5965,
Cryo,0.001,0.641,279071,0.759,0.366,0.082,-8.510,0.031,115.333,0.543,2.000,6,0,183587,5966,
Cryogenic,0.000,0.524,267446,0.869,0.388,0.174,-4.136,0.083,104.938,0.322,3.000,11,0,183588,5967,
Cryptic Slaughter,0.000,0.250,152280,0.979,0.055,0.061,-2.075,0.176,93.122,0.651,34.000,0,1,183589,5968,
Cryptopsy,0.000,0.261,251493,0.982,0.856,0.240,-4.499,0.202,101.290,0.292,36.000,7,1,183590,5969,
Crystal Castles,0.064,0.659,228937,0.816,0.067,0.211,-6.195,0.041,123.948,0.523,57.286,4,0,183591,5970,
Crystal Gayle,0.627,0.581,185060,0.357,0.017,0.162,-11.898,0.047,112.933,0.431,43.125,6,1,183592,5971,
Crystal Johnson,0.081,0.804,300200,0.823,0.000,0.079,-5.422,0.256,87.322,0.719,57.000,1,0,183593,5972,
Crystal Lewis,0.270,0.622,364400,0.571,0.000,0.062,-8.829,0.035,144.440,0.446,33.000,9,1,183594,5973,
Crystal Waters,0.020,0.658,305086,0.766,0.126,0.150,-8.814,0.040,121.834,0.464,56.667,9,1,183595,5974,
Crywank,0.870,0.535,184189,0.034,0.001,0.111,-26.102,0.062,136.547,0.136,55.000,7,1,183596,5975,
Csaba Erdélyi,0.966,0.352,817600,0.109,0.657,0.110,-22.275,0.041,121.380,0.318,21.000,3,1,183597,5976,
Csilla,0.424,0.732,290900,0.679,0.207,0.126,-7.258,0.031,118.489,0.471,6.000,6,1,183598,5977,
Cuadro Flamenco,0.923,0.643,131324,0.407,0.001,0.292,-8.945,0.126,108.403,0.653,0.000,5,1,183599,5978,
Cub,0.264,0.445,80560,0.706,0.801,0.159,-8.080,0.037,182.418,0.963,28.000,9,1,183600,5979,
Cuban Café Latin Club,0.032,0.779,231125,0.720,0.901,0.062,-11.962,0.045,119.967,0.801,0.000,5,0,183601,5980,
Cuban Link,0.133,0.511,282827,0.763,0.000,0.182,-4.844,0.467,186.702,0.603,41.000,7,1,183602,5981,
Cuban Linx,0.019,0.863,191253,0.718,0.002,0.102,-4.890,0.117,100.534,0.762,43.000,11,1,183603,5982,
Cubicolor,0.011,0.710,360260,0.727,0.619,0.126,-9.800,0.047,118.294,0.266,8.857,8,1,183604,5983,
Cuby & The Blizzards,0.189,0.406,206333,0.526,0.002,0.305,-8.882,0.029,183.842,0.411,45.000,7,0,183605,5984,
Cuca,0.009,0.430,240973,0.842,0.000,0.383,-5.641,0.047,145.988,0.378,61.000,1,1,183606,5985,
Cuckoo,0.976,0.655,195779,0.250,0.001,0.145,-10.522,0.068,142.687,0.962,0.000,3,1,183607,5986,
Cuco,0.391,0.476,297127,0.696,0.151,0.207,-6.593,0.088,121.464,0.532,67.538,10,1,183608,5987,
Cuco Sánchez,0.841,0.520,166023,0.114,0.000,0.165,-18.098,0.047,108.271,0.437,14.564,0,1,183609,5988,
Cuebrick,0.026,0.460,196872,0.786,0.000,0.245,-4.961,0.043,159.946,0.407,1.000,6,1,183610,5989,
Cult To Follow,0.005,0.643,224087,0.954,0.000,0.466,-3.255,0.108,114.964,0.540,64.000,9,1,183611,5990,
"Cult priest with bell, spectators",0.815,0.444,120987,0.095,0.000,0.345,-26.621,0.253,77.218,0.473,0.000,6,1,183612,5991,
Cults,0.048,0.435,241111,0.729,0.433,0.257,-7.684,0.054,119.620,0.346,65.333,2,1,183613,5992,
Cultura Profética,0.212,0.770,336263,0.652,0.000,0.186,-6.243,0.093,127.519,0.783,57.000,11,1,183614,5993,
Culturas,0.148,0.581,196333,0.738,0.001,0.284,-6.726,0.088,202.189,0.926,34.000,9,1,183615,5994,
Culture,0.099,0.775,251045,0.579,0.000,0.132,-9.315,0.136,121.159,0.803,39.118,9,1,183616,5995,
Culture Beat,0.040,0.682,305245,0.967,0.110,0.230,-8.512,0.040,132.869,0.444,59.000,9,0,183617,5996,
Culture Club,0.306,0.692,241053,0.626,0.000,0.191,-9.505,0.041,110.846,0.689,47.211,7,0,183618,5997,
Cupid,0.191,0.785,231360,0.582,0.000,0.200,-4.877,0.237,71.774,0.861,60.000,5,0,183619,5998,
Curly Russell,0.440,0.495,108604,0.527,0.000,0.247,-11.686,0.147,100.204,0.695,16.267,5,1,183620,5999,
Curly Weaver,0.980,0.726,192533,0.395,0.002,0.076,-12.286,0.044,95.973,0.605,0.000,0,1,183621,6000,
Curren$y,0.410,0.585,238252,0.674,0.000,0.156,-7.160,0.241,85.571,0.324,58.000,9,0,183622,6001,
Current Joys,0.717,0.625,247467,0.505,0.580,0.147,-14.149,0.036,138.974,0.603,63.857,9,1,183623,6002,
Cursive,0.138,0.633,183267,0.622,0.000,0.118,-10.130,0.035,96.140,0.531,50.000,10,1,183624,6003,
Curtain Going Up Orchestra,0.923,0.289,370200,0.203,0.824,0.078,-15.230,0.032,141.436,0.284,2.000,5,1,183625,6004,
