artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,characteristic_id,artist_id,genre_id
"""Cats"" 1981 Original London Cast",0.599,0.470,267072,0.376,0.010,0.283,-14.434,0.209,114.129,0.358,38.200,5,1,177621,0,
"""Cats"" 1983 Broadway Cast",0.863,0.442,287280,0.407,0.081,0.315,-10.690,0.176,103.044,0.269,31.538,5,1,177622,1,
"""Fiddler On The Roof” Motion Picture Chorus",0.857,0.348,328920,0.287,0.025,0.326,-15.231,0.119,77.376,0.355,34.571,0,1,177623,2,
"""Fiddler On The Roof” Motion Picture Orchestra",0.885,0.425,262891,0.246,0.074,0.275,-15.639,0.123,88.668,0.372,34.407,0,1,177624,3,
"""Joseph And The Amazing Technicolor Dreamcoat"" 1991 London Cast",0.511,0.467,270436,0.488,0.009,0.195,-10.237,0.099,122.836,0.482,42.000,5,1,177625,4,
"""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast",0.591,0.484,218505,0.301,0.007,0.176,-18.580,0.105,122.518,0.424,33.167,9,1,177626,5,
"""Mama"" Helen Teagarden",0.725,0.637,135533,0.512,0.186,0.426,-20.615,0.210,134.819,0.885,0.000,8,1,177627,6,
"""Test for Victor Young""",0.927,0.734,175693,0.474,0.076,0.737,-10.544,0.256,132.788,0.902,3.000,10,1,177628,7,
"""Weird Al"" Yankovic",0.187,0.651,218353,0.693,0.000,0.161,-9.691,0.082,132.877,0.765,32.868,9,1,177629,8,
$0dg0d,0.110,0.732,160171,0.822,0.000,0.154,-5.387,0.155,141.948,0.740,0.000,7,0,177630,9,
$NOT,0.458,0.827,146886,0.519,0.000,0.202,-8.713,0.273,90.729,0.427,74.167,0,1,177631,10,
$atori Zoom,0.239,0.883,141519,0.625,0.000,0.077,-4.098,0.245,126.677,0.871,69.000,6,1,177632,11,
$tar$eed,0.038,0.923,130375,0.172,0.020,0.083,-15.646,0.385,100.046,0.176,0.000,10,0,177633,12,
$uicideBoy$,0.155,0.779,149915,0.626,0.025,0.209,-6.554,0.150,117.679,0.243,65.333,1,1,177634,13,
'In The Heights' Original Broadway Company,0.627,0.547,387294,0.393,0.000,0.260,-8.349,0.312,171.168,0.509,52.000,5,1,177635,14,
'Legally Blonde' Ensemble,0.598,0.630,208494,0.510,0.000,0.251,-10.527,0.608,95.090,0.516,51.667,2,1,177636,15,
'Til Tuesday,0.106,0.557,255214,0.612,0.023,0.128,-9.638,0.032,103.080,0.533,33.875,0,1,177637,16,
((( O ))),0.847,0.410,311837,0.169,0.003,0.117,-11.422,0.049,89.494,0.208,66.000,3,1,177638,17,
(Con La Participación de Marc Anthony),0.538,0.731,361440,0.794,0.000,0.074,-4.182,0.041,88.003,0.873,42.000,5,1,177639,18,
(EM),0.446,0.462,221832,0.542,0.096,0.970,-9.161,0.031,99.403,0.547,4.000,6,1,177640,19,
(G)I-DLE,0.027,0.534,193086,0.830,0.000,0.169,-3.951,0.061,130.418,0.353,76.600,6,0,177641,20,
(Hed) P.E.,0.006,0.594,261253,0.896,0.000,0.128,-5.163,0.095,110.925,0.413,45.333,6,1,177642,21,
*NSYNC,0.185,0.600,234698,0.697,0.001,0.227,-6.387,0.054,116.974,0.557,46.040,9,1,177643,22,
*spandrel,0.897,0.513,236644,0.642,0.035,0.208,-14.456,0.367,107.057,0.302,0.000,8,0,177644,23,
44,0.000,0.416,192787,0.967,0.000,0.063,-2.289,0.109,171.032,0.431,53.000,9,0,177645,24,
-Sd-,0.011,0.880,451765,0.494,0.472,0.115,-7.633,0.183,136.031,0.261,0.000,9,0,177646,25,
...And You Will Know Us by the Trail of Dead,0.008,0.255,273624,0.858,0.000,0.513,-5.085,0.069,144.653,0.237,36.000,7,1,177647,26,
.ex-machina.,0.003,0.543,228206,0.956,0.000,0.068,-4.288,0.046,120.094,0.722,0.000,5,1,177648,27,
//Tense//,0.000,0.704,326632,0.844,0.442,0.266,-9.378,0.031,123.011,0.656,1.000,5,1,177649,28,
015B,0.475,0.624,234111,0.565,0.001,0.187,-5.962,0.066,112.892,0.438,15.207,0,1,177650,29,
03 Greedo,0.145,0.645,244529,0.526,0.000,0.105,-9.282,0.067,83.898,0.357,66.000,3,0,177651,30,
070 Shake,0.011,0.696,398106,0.667,0.000,0.181,-7.665,0.041,121.932,0.287,62.000,0,0,177652,31,
10 Ft. Ganja Plant,0.195,0.786,277307,0.752,0.867,0.043,-2.859,0.039,136.578,0.925,49.000,2,0,177653,32,
10 Years,0.001,0.452,213867,0.786,0.000,0.106,-4.567,0.047,145.142,0.258,57.667,6,0,177654,33,
"10,000 Maniacs",0.182,0.588,235078,0.557,0.002,0.206,-13.218,0.039,115.606,0.616,37.882,9,1,177655,34,
100 First Songs' Participants,0.682,0.676,53000,0.360,0.000,0.063,-15.708,0.281,132.450,0.593,34.000,0,1,177656,35,
100 gecs,0.131,0.626,128980,0.690,0.001,0.307,-5.972,0.151,108.326,0.742,67.400,1,1,177657,36,
101 Strings Orchestra,0.598,0.270,191426,0.388,0.750,0.186,-13.582,0.038,103.518,0.316,20.923,0,1,177658,37,
1011 - TEN-ELEVEN,0.740,0.668,252027,0.436,0.000,0.092,-7.040,0.032,128.135,0.316,18.000,11,1,177659,38,
10cc,0.211,0.564,291628,0.571,0.007,0.149,-10.388,0.065,120.384,0.578,40.722,7,1,177660,39,
5-Nov,0.270,0.929,182373,0.661,0.000,0.088,-6.794,0.171,114.973,0.708,37.000,1,0,177661,40,
112,0.144,0.688,267593,0.529,0.000,0.140,-7.723,0.109,115.964,0.581,49.163,0,1,177662,41,
12 Inches A Slave,0.002,0.800,270350,0.837,0.911,0.073,-8.938,0.061,127.987,0.895,0.000,10,1,177663,42,
12 Step Rebels,0.049,0.564,188373,0.984,0.000,0.372,-5.439,0.105,130.695,0.550,8.000,0,1,177664,43,
12 Stones,0.119,0.359,201327,0.869,0.000,0.328,-4.085,0.067,126.058,0.423,54.250,5,1,177665,44,
13th Floor Elevators,0.065,0.525,148828,0.835,0.556,0.084,-6.318,0.078,150.470,0.863,29.500,2,0,177666,45,
1422,0.506,0.682,59520,0.872,0.290,0.187,-5.947,0.061,117.606,0.794,6.000,7,1,177667,46,
16BL,0.154,0.749,454772,0.627,0.684,0.267,-9.870,0.041,122.829,0.344,6.200,9,0,177668,47,
1776 Ensemble,0.892,0.589,193207,0.403,0.000,0.473,-11.349,0.172,97.404,0.594,21.500,0,1,177669,48,
1776 Orchestra,0.080,0.739,113493,0.518,0.865,0.092,-15.621,0.098,120.939,0.222,18.000,11,1,177670,49,
19 Hz,0.005,0.803,434027,0.529,0.715,0.446,-10.279,0.067,129.990,0.800,0.000,6,0,177671,50,
1910 Fruitgum Company,0.419,0.757,140750,0.605,0.001,0.124,-9.726,0.045,128.498,0.900,23.750,9,1,177672,51,
1920Johnny,0.508,0.751,198441,0.385,0.000,0.126,-10.369,0.184,123.955,0.317,0.111,10,0,177673,52,
1920s to 1950s Acoustic & Electric,0.981,0.577,172119,0.168,0.781,0.150,-17.939,0.045,129.003,0.498,4.857,8,1,177674,53,
1927,0.002,0.565,253227,0.777,0.056,0.213,-3.233,0.034,123.102,0.395,51.000,7,1,177675,54,
1986 Omega Tribe,0.320,0.680,274628,0.612,0.028,0.169,-13.468,0.032,121.795,0.835,37.889,9,0,177676,55,
1Touch,0.001,0.740,344067,0.591,0.263,0.095,-7.898,0.055,128.019,0.381,0.000,5,1,177677,56,
2 Brothers On The 4th Floor,0.003,0.701,263163,0.979,0.308,0.416,-4.861,0.048,134.013,0.612,62.000,7,0,177678,57,
2 Chainz,0.097,0.777,251315,0.626,0.000,0.185,-6.142,0.232,125.713,0.479,61.435,1,1,177679,58,
2 Crows,0.001,0.588,183554,0.788,0.000,0.378,-5.582,0.034,96.007,0.382,0.000,7,1,177680,59,
2 Guys n the Parque,0.072,0.814,93600,0.879,0.000,0.040,-5.416,0.120,120.113,0.962,46.000,11,0,177681,60,
2 Hyped Brothers & A Dog,0.077,0.905,338533,0.383,0.000,0.113,-13.631,0.281,126.075,0.610,29.000,9,0,177682,61,
2 In A Room,0.072,0.781,244133,0.838,0.000,0.038,-13.943,0.049,122.819,0.849,28.000,2,1,177683,62,
2 LIVE CREW,0.057,0.879,242196,0.676,0.013,0.378,-11.482,0.196,126.901,0.605,34.818,7,1,177684,63,
2 Pistols,0.004,0.530,274053,0.745,0.000,0.345,-6.190,0.106,134.068,0.269,51.000,10,0,177685,64,
2 Unlimited,0.031,0.699,228208,0.922,0.006,0.084,-11.519,0.059,130.971,0.764,55.000,5,1,177686,65,
2* Sweet,0.035,0.788,1428097,0.687,0.000,0.148,-13.304,0.152,102.345,0.897,44.000,1,1,177687,66,
2.99 RECORDS,0.615,0.654,162211,0.324,0.877,0.120,-18.491,0.082,112.917,0.259,0.000,0,1,177688,67,
20 Fingers,0.002,0.879,235720,0.792,0.257,0.088,-9.099,0.062,127.015,0.822,55.333,11,0,177689,68,
20-2-Life,0.044,0.851,403467,0.451,0.297,0.127,-10.707,0.267,117.847,0.250,32.000,11,1,177690,69,
20/20,0.000,0.458,257733,0.541,0.002,0.037,-12.131,0.049,133.573,0.577,23.000,2,1,177691,70,
2000,0.001,0.447,206500,0.555,0.000,0.074,-9.141,0.033,86.068,0.330,0.000,0,1,177692,71,
2000 And One,0.086,0.670,401534,0.779,0.715,0.077,-8.970,0.062,125.560,0.446,2.720,2,0,177693,72,
2000 Jr Philadelphia Singers,0.608,0.238,238053,0.178,0.018,0.311,-17.578,0.049,185.644,0.340,1.000,2,1,177694,73,
2000 Philadelphia Singers,0.880,0.235,261773,0.160,0.035,0.197,-16.701,0.041,116.052,0.178,0.250,1,1,177695,74,
2000 Philadelphia Singers Male Quartet,0.881,0.407,190840,0.258,0.000,0.127,-13.391,0.031,102.411,0.194,0.000,7,1,177696,75,
2000F & J Kamata,0.000,0.351,346653,0.621,0.600,0.105,-7.020,0.052,139.943,0.265,1.000,7,1,177697,76,
2002,0.938,0.218,312737,0.116,0.841,0.099,-20.032,0.034,159.013,0.082,28.000,4,1,177698,77,
2003 Jr Philadelphia Singers,0.921,0.606,174000,0.207,0.000,0.081,-16.425,0.102,92.541,0.809,0.000,0,1,177699,78,
2003 Philadelphia Singers,0.953,0.428,285170,0.211,0.004,0.174,-15.456,0.033,97.202,0.343,0.750,2,1,177700,79,
2003 Philadelphia Singers Men,0.772,0.583,233000,0.207,0.000,0.107,-13.722,0.038,119.754,0.493,1.000,5,1,177701,80,
2003 Philadelphia Singers Quartet,0.962,0.418,248000,0.089,0.000,0.052,-19.110,0.037,79.497,0.555,0.000,0,1,177702,81,
2004 Hawaii Music Awards Compilation Of The Year,0.823,0.517,215792,0.362,0.126,0.191,-11.980,0.035,124.750,0.474,10.857,4,1,177703,82,
2004 Philadelphia Singers,0.971,0.152,325000,0.225,0.006,0.226,-14.179,0.039,68.161,0.098,1.000,2,1,177704,83,
2004 Philadelphia Singers Men,0.931,0.434,180000,0.311,0.000,0.080,-10.062,0.026,83.912,0.283,1.000,0,1,177705,84,
2004 Philadelphia Singers Women,0.969,0.303,158227,0.158,0.013,0.114,-17.621,0.032,102.357,0.320,0.000,7,1,177706,85,
2005 ทิวา Hula Hula,0.238,0.728,203867,0.911,0.000,0.022,-1.036,0.046,153.011,0.964,2.000,2,1,177707,86,
2007 Philadelphia Singers,0.946,0.155,436907,0.191,0.014,0.096,-14.586,0.038,83.272,0.090,1.000,5,1,177708,87,
2007 Philadelphia Singers Quartet,0.963,0.204,225000,0.166,0.000,0.114,-14.809,0.037,61.943,0.078,1.000,5,1,177709,88,
2008 South Africa,0.678,0.692,225360,0.517,0.000,0.119,-7.027,0.030,127.944,0.485,0.000,9,1,177710,89,
2009 Philadelphia Singers,0.951,0.368,235973,0.251,0.000,0.087,-14.612,0.034,80.113,0.197,0.000,5,1,177711,90,
2010 Imperial Choraliers,0.630,0.628,180000,0.197,0.000,0.091,-14.960,0.033,118.019,0.303,1.000,3,1,177712,91,
2010 Philadelphia Singers,0.924,0.321,268311,0.332,0.029,0.133,-12.135,0.032,110.251,0.266,0.000,5,1,177713,92,
2012,0.000,0.676,392338,0.928,0.854,0.294,-6.650,0.044,142.659,0.070,0.000,11,0,177714,93,
2013,0.000,0.799,389677,0.907,0.850,0.058,-9.249,0.051,129.999,0.085,0.000,3,0,177715,94,
2014 ATHINAIKI DISCOGRAFIKI,0.995,0.501,189453,0.341,0.012,0.418,-11.514,0.081,109.956,0.621,0.000,2,1,177716,95,
2017,0.001,0.713,467647,0.842,0.821,0.429,-8.288,0.040,136.008,0.202,0.000,2,1,177717,96,
20for7,0.000,0.806,419200,0.468,0.645,0.017,-13.494,0.068,124.000,0.511,0.000,0,1,177718,97,
20th Century Fox Studio Orchestra,0.831,0.347,101480,0.326,0.810,0.337,-13.196,0.037,100.024,0.633,0.000,5,1,177719,98,
21 Savage,0.133,0.791,218542,0.595,0.037,0.159,-6.605,0.261,125.872,0.378,70.167,1,0,177720,99,
"22, Little Red, Tangle Eye & Hard Hair",0.948,0.789,278082,0.352,0.001,0.087,-9.337,0.660,139.616,0.659,16.000,8,1,177721,100,
24hrs,0.074,0.536,192000,0.879,0.000,0.085,-3.019,0.062,140.137,0.334,73.000,1,1,177722,101,
24kGoldn,0.142,0.715,157811,0.684,0.000,0.162,-4.680,0.094,129.349,0.579,75.667,9,0,177723,102,
27CLUB,0.428,0.514,155893,0.712,0.000,0.112,-7.281,0.334,76.393,0.487,66.000,2,1,177724,103,
2:00AM Wake Up Call,0.720,0.426,192000,0.417,0.000,0.101,-9.113,0.030,169.663,0.553,0.000,9,0,177725,104,
2Baba,0.016,0.591,283000,0.602,0.000,0.278,-7.483,0.386,147.957,0.355,0.000,1,1,177726,105,
2CELLOS,0.632,0.756,214680,0.814,0.001,0.161,-6.110,0.044,135.043,0.905,61.000,0,1,177727,106,
2Glory,0.101,0.707,240000,0.685,0.000,0.096,-8.110,0.103,92.525,0.410,0.000,8,1,177728,107,
2KBABY,0.512,0.686,105600,0.362,0.000,0.168,-12.042,0.617,126.700,0.600,70.000,2,1,177729,108,
2Loop,0.002,0.627,397431,0.841,0.820,0.089,-9.078,0.074,134.486,0.514,12.750,5,1,177730,109,
2NE1,0.008,0.819,208731,0.844,0.008,0.056,-3.739,0.038,127.997,0.687,64.000,0,1,177731,110,
2Pac,0.129,0.777,262555,0.703,0.008,0.222,-7.227,0.219,107.647,0.605,48.642,1,1,177732,111,
2ReD Suns,0.128,0.605,226302,0.770,0.000,0.195,-7.600,0.193,119.985,0.483,0.000,10,1,177733,112,
2Rock,0.001,0.500,72720,0.983,0.965,0.364,-5.907,0.063,132.043,0.782,3.000,6,0,177734,113,
2WRAPZ,0.001,0.800,436151,0.839,0.837,0.063,-8.665,0.053,125.000,0.969,1.000,0,1,177735,114,
2nClubbers,0.005,0.827,308311,0.970,0.463,0.339,-5.194,0.067,125.978,0.586,0.000,6,1,177736,115,
2nd Chapter Of Acts,0.605,0.433,169067,0.377,0.000,0.115,-11.488,0.028,89.173,0.442,28.500,1,1,177737,116,
2nd Generation Outlawz,0.001,0.516,247060,0.452,0.000,0.128,-8.204,0.032,130.069,0.041,0.000,1,1,177738,117,
2nd II None,0.048,0.896,243436,0.524,0.000,0.223,-11.310,0.189,101.008,0.849,36.000,6,1,177739,118,
2nd South Carolina String Band,0.590,0.552,345867,0.639,0.000,0.220,-7.915,0.046,103.990,0.623,40.500,2,1,177740,119,
2tone,0.037,0.645,349547,0.939,0.001,0.135,-6.869,0.050,138.009,0.927,1.000,2,1,177741,120,
3,0.678,0.692,225360,0.517,0.000,0.119,-7.027,0.030,127.944,0.485,0.000,9,1,177742,121,
3 Doors Down,0.022,0.514,235740,0.779,0.001,0.142,-5.738,0.035,124.365,0.420,52.974,7,0,177743,122,
3 Years Down,0.000,0.094,140213,0.877,0.000,0.291,-4.932,0.059,184.778,0.401,0.000,9,1,177744,123,
3 in One,0.479,0.599,202857,0.471,0.000,0.133,-8.552,0.095,121.110,0.547,0.000,6,1,177745,124,
311,0.026,0.626,206775,0.807,0.003,0.175,-7.544,0.065,129.664,0.633,40.541,9,1,177746,125,
347aidan,0.799,0.879,189021,0.367,0.000,0.213,-11.438,0.093,100.493,0.586,77.000,9,0,177747,126,
35MM: A Musical Exhibition Original Cast,0.113,0.772,289587,0.615,0.000,0.058,-7.983,0.063,119.962,0.704,52.000,8,0,177748,127,
36 Crazyfists,0.001,0.585,198600,0.931,0.000,0.115,-4.843,0.085,160.079,0.814,51.000,0,1,177749,128,
38 Special,0.028,0.525,252840,0.619,0.029,0.120,-11.657,0.032,126.327,0.775,31.641,7,1,177750,129,
3B Glel,0.041,0.827,189088,0.546,0.000,0.121,-8.023,0.439,141.005,0.266,0.000,5,1,177751,130,
3BDF Blicky,0.003,0.829,166949,0.562,0.000,0.157,-8.733,0.425,145.022,0.155,0.000,1,1,177752,131,
3BallMTY,0.213,0.792,193533,0.916,0.000,0.061,-5.010,0.069,131.895,0.966,60.000,9,1,177753,132,
3CE,0.314,0.939,254587,0.649,0.000,0.130,-6.502,0.122,113.991,0.599,0.000,7,1,177754,133,
3LAU,0.032,0.519,162463,0.925,0.130,0.258,-5.846,0.092,119.446,0.347,25.500,5,1,177755,134,
3LW,0.053,0.688,273487,0.724,0.000,0.167,-6.273,0.094,137.340,0.691,50.500,6,0,177756,135,
3M,0.218,0.833,151641,0.621,0.000,0.093,-7.061,0.220,130.037,0.447,0.000,9,0,177757,136,
3OH!3,0.026,0.677,189453,0.819,0.000,0.284,-3.732,0.169,116.555,0.545,57.071,5,1,177758,137,
3Phazegenerator,0.002,0.639,427377,0.871,0.842,0.139,-7.734,0.061,136.902,0.422,0.000,10,0,177759,138,
3T,0.350,0.670,320778,0.436,0.000,0.331,-11.056,0.034,113.091,0.479,45.333,10,0,177760,139,
3X Krazy,0.017,0.719,358467,0.686,0.000,0.236,-4.169,0.083,95.190,0.490,44.000,10,0,177761,140,
3kStatic,0.034,0.804,349933,0.977,0.676,0.119,-3.650,0.043,125.001,0.587,0.000,9,0,177762,141,
3rd Bass,0.123,0.803,243077,0.649,0.000,0.156,-13.709,0.285,129.460,0.553,31.000,2,1,177763,142,
3rd Moon,0.001,0.470,146610,0.941,0.503,0.267,-9.821,0.064,137.490,0.098,7.500,10,0,177764,143,
3rd Strike,0.008,0.444,249827,0.859,0.000,0.240,-4.962,0.048,99.655,0.394,38.000,2,1,177765,144,
4 Elements,0.016,0.553,202293,0.985,0.006,0.065,-6.174,0.039,139.985,0.766,1.000,5,1,177766,145,
4 Non Blondes,0.184,0.529,239673,0.570,0.000,0.127,-10.101,0.038,117.876,0.446,48.000,7,1,177767,146,
4 P.M.,0.749,0.363,162093,0.388,0.000,0.363,-8.608,0.034,76.099,0.348,37.000,11,0,177768,147,
4 Skins,0.010,0.266,158007,0.930,0.000,0.615,-4.733,0.125,154.435,0.499,32.500,11,0,177769,148,
4 Strings,0.001,0.539,133714,0.876,0.342,0.430,-7.161,0.098,134.644,0.253,25.500,1,0,177770,149,
40 Thevz,0.010,0.760,311040,0.585,0.000,0.308,-7.307,0.161,91.179,0.455,51.000,3,1,177771,150,
40 Thieves,0.001,0.670,323209,0.889,0.446,0.072,-8.982,0.039,104.996,0.968,3.000,2,1,177772,151,
42 Dugg,0.208,0.849,168497,0.568,0.000,0.126,-5.051,0.284,117.362,0.370,73.000,8,1,177773,152,
42nd Street Ensemble,0.792,0.357,372994,0.486,0.004,0.174,-13.125,0.308,126.150,0.292,14.500,7,1,177774,153,
45,0.678,0.692,225360,0.517,0.000,0.119,-7.027,0.030,127.944,0.485,0.000,9,1,177775,154,
45 Grave,0.021,0.438,177489,0.764,0.236,0.121,-8.351,0.076,149.729,0.558,30.333,2,0,177776,155,
4509 STARPASS Prodcutions,0.784,0.628,256981,0.091,0.001,0.102,-18.878,0.040,130.486,0.152,0.000,0,1,177777,156,
4D,0.249,0.727,222433,0.846,0.000,0.916,-4.912,0.054,137.983,0.886,8.000,1,1,177778,157,
4Him,0.407,0.553,295814,0.415,0.000,0.097,-13.066,0.032,121.155,0.365,30.667,4,1,177779,158,
4Tu,0.000,0.722,117086,0.729,0.000,0.333,-5.148,0.156,146.973,0.267,1.400,9,1,177780,159,
5 Seconds of Summer,0.048,0.546,199903,0.773,0.000,0.163,-4.559,0.137,142.601,0.500,66.000,10,1,177781,160,
50 Cent,0.120,0.715,233485,0.757,0.000,0.159,-3.838,0.264,102.123,0.606,54.613,11,1,177782,161,
50 Guitars of Tommy Garrett,0.792,0.496,168044,0.286,0.226,0.112,-12.671,0.033,117.944,0.497,24.667,7,1,177783,162,
504 Boyz,0.016,0.809,212434,0.624,0.000,0.236,-8.810,0.257,125.032,0.532,45.500,11,1,177784,163,
53A,0.083,0.692,202511,0.779,0.000,0.380,-6.886,0.044,129.057,0.792,20.000,4,1,177785,164,
54-40,0.291,0.669,166827,0.645,0.000,0.132,-11.036,0.031,119.179,0.929,42.000,0,1,177786,165,
5th Ward Boyz,0.158,0.842,352173,0.336,0.000,0.256,-8.227,0.379,78.001,0.599,36.000,4,0,177787,166,
6 Dogs,0.224,0.748,171907,0.660,0.053,0.101,-4.704,0.049,137.033,0.328,64.000,6,1,177788,167,
6.9hz,0.012,0.781,127434,0.851,0.042,0.109,-10.552,0.074,113.006,0.037,0.000,1,0,177789,168,
69,0.000,0.680,418546,0.502,0.528,0.276,-9.542,0.041,125.008,0.073,0.000,4,0,177790,169,
69 Boyz,0.033,0.851,256280,0.742,0.000,0.183,-11.609,0.224,133.014,0.680,40.750,9,0,177791,170,
696,0.223,0.643,119830,0.627,0.024,0.212,-9.161,0.100,127.147,0.258,1.250,10,0,177792,171,
6LACK,0.258,0.655,223490,0.523,0.003,0.131,-7.806,0.155,125.239,0.350,67.667,10,1,177793,172,
6ix9ine,0.117,0.700,154666,0.695,0.000,0.147,-4.844,0.248,109.887,0.422,72.455,4,1,177794,173,
7 Seconds,0.000,0.451,189200,0.908,0.009,0.155,-11.616,0.063,103.893,0.398,30.000,1,0,177795,174,
7 Skies,0.040,0.619,346739,0.904,0.351,0.067,-6.720,0.088,131.843,0.520,0.000,5,0,177796,175,
7 Year Bitch,0.000,0.349,167333,0.709,0.010,0.147,-12.339,0.034,114.581,0.708,40.000,9,0,177797,176,
702,0.197,0.740,255970,0.611,0.004,0.164,-8.152,0.066,99.070,0.590,51.333,10,1,177798,177,
707,0.065,0.671,285533,0.707,0.016,0.057,-11.549,0.034,125.829,0.599,24.000,9,0,177799,178,
72 Soul,0.016,0.908,457041,0.383,0.890,0.109,-10.520,0.073,122.009,0.487,1.000,10,0,177800,179,
7AM At Heavens Gate,0.000,0.596,510893,0.950,0.798,0.065,-4.860,0.065,140.005,0.106,0.000,11,1,177801,180,
7th Order,0.004,0.195,150853,0.373,0.877,0.396,-15.306,0.037,138.700,0.349,0.000,4,0,177802,181,
8 Wonders,0.000,0.546,96703,0.651,0.947,0.126,-16.721,0.032,138.971,0.176,6.000,1,0,177803,182,
8-Bit Arcade,0.029,0.673,133454,0.950,0.630,0.069,-7.899,0.292,192.816,0.997,0.000,5,1,177804,183,
808 State,0.009,0.554,285154,0.872,0.586,0.122,-8.048,0.060,128.478,0.503,46.500,8,1,177805,184,
88-Keys,0.240,0.525,202391,0.774,0.000,0.495,-4.532,0.241,154.192,0.526,64.000,9,1,177806,185,
88GLAM,0.017,0.764,180813,0.672,0.000,0.103,-4.274,0.066,150.021,0.594,66.000,6,0,177807,186,
88rising,0.486,0.481,244075,0.634,0.000,0.133,-7.947,0.159,82.475,0.291,68.000,3,1,177808,187,
8Ball,0.073,0.811,277432,0.635,0.001,0.276,-7.189,0.218,114.025,0.536,39.625,1,1,177809,188,
8Ball & MJG,0.033,0.801,312608,0.617,0.002,0.185,-9.343,0.253,127.033,0.608,35.852,11,1,177810,189,
8BitAllstars,0.009,0.245,94000,0.670,0.893,0.349,-7.027,0.025,68.583,0.462,0.667,6,0,177811,190,
8kHz Mono,0.000,0.248,308240,0.911,0.763,0.348,-8.523,0.056,134.485,0.477,2.333,7,1,177812,191,
90sFlav,0.952,0.748,126250,0.265,0.917,0.087,-12.074,0.229,77.009,0.140,69.000,8,0,177813,192,
94 East,0.179,0.744,340440,0.797,0.010,0.139,-8.867,0.038,94.801,0.954,29.000,11,0,177814,193,
98,0.558,0.668,219408,0.392,0.000,0.173,-10.860,0.159,129.994,0.326,0.000,9,0,177815,194,
98º,0.384,0.618,257655,0.548,0.000,0.117,-8.651,0.038,99.639,0.419,46.227,10,1,177816,195,
99 Souls,0.004,0.679,214551,0.938,0.094,0.035,-4.299,0.038,119.000,0.736,24.333,1,0,177817,196,
999,0.030,0.596,217075,0.631,0.283,0.172,-9.655,0.049,132.091,0.515,32.667,2,1,177818,197,
9K Breaks,0.002,0.687,235972,0.987,0.963,0.323,-6.237,0.109,115.005,0.251,10.000,1,1,177819,198,
9lokknine,0.039,0.932,176640,0.547,0.000,0.092,-7.787,0.333,94.998,0.695,70.500,0,0,177820,199,
9th Street Trio,0.515,0.450,229540,0.601,0.000,0.092,-10.007,0.039,124.875,0.511,0.000,10,1,177821,200,
9th Wonder,0.128,0.819,307440,0.428,0.002,0.211,-9.883,0.317,87.900,0.454,56.000,5,0,177822,201,
? & The Mysterians,0.152,0.605,150808,0.673,0.224,0.156,-8.004,0.035,125.801,0.818,28.000,7,1,177823,202,
?uestlove,0.198,0.885,307120,0.598,0.000,0.384,-6.663,0.372,95.402,0.779,39.000,6,1,177824,203,
A & Z,0.003,0.407,70399,0.991,0.480,0.586,-6.084,0.099,135.967,0.300,2.000,11,0,177825,204,
A Boogie Wit da Hoodie,0.253,0.738,205763,0.621,0.000,0.151,-6.974,0.231,120.459,0.539,68.717,5,0,177826,205,
A Boy Called Joni,0.000,0.537,57750,0.962,0.959,0.069,-10.223,0.052,133.005,0.895,8.000,0,1,177827,206,
A Camp,0.066,0.518,218867,0.551,0.000,0.152,-6.943,0.027,113.739,0.391,6.000,3,1,177828,207,
A Cautionary Tale,0.988,0.548,38293,0.265,0.937,0.071,-20.106,0.039,107.007,0.292,0.000,0,1,177829,208,
A Certain Ratio,0.132,0.695,344633,0.933,0.457,0.075,-7.848,0.063,125.916,0.582,27.000,2,1,177830,209,
A Day To Remember,0.035,0.405,216022,0.906,0.000,0.285,-4.731,0.113,147.901,0.430,56.138,0,1,177831,210,
A Few Good Men,0.008,0.550,333987,0.703,0.000,0.320,-8.788,0.033,115.951,0.487,32.500,2,1,177832,211,
A Fine Frenzy,0.947,0.549,268800,0.240,0.000,0.106,-7.778,0.034,119.580,0.167,53.000,0,1,177833,212,
A Flock Of Seagulls,0.024,0.519,243361,0.720,0.438,0.218,-9.794,0.038,147.432,0.704,35.526,2,1,177834,213,
A Foot In Coldwater,0.013,0.444,311867,0.592,0.003,0.108,-7.775,0.039,100.811,0.253,31.000,2,1,177835,214,
A Force,0.000,0.410,152445,0.925,0.731,0.404,-13.360,0.040,138.528,0.485,8.000,5,0,177836,215,
A Great Big World,0.298,0.608,229347,0.658,0.000,0.142,-6.373,0.062,119.111,0.372,64.000,7,1,177837,216,
A Guy Called Gerald,0.030,0.683,267107,0.789,0.011,0.072,-9.034,0.060,119.504,0.657,48.000,2,1,177838,217,
A Jam Session At Victor,0.955,0.717,178907,0.178,0.519,0.066,-15.267,0.061,84.079,0.479,2.000,3,1,177839,218,
A Perfect Circle,0.050,0.520,256042,0.699,0.305,0.132,-7.957,0.061,122.995,0.272,52.200,6,1,177840,219,
A R I Z O N A,0.136,0.676,182860,0.613,0.117,0.131,-8.663,0.060,101.286,0.228,65.000,2,1,177841,220,
A River of Trees,0.514,0.486,167451,0.486,0.842,0.190,-11.983,0.052,122.297,0.493,1.000,9,1,177842,221,
