genre_name,genre_id,characteristic_id
gaita zuliana,1218,175607
galante era,1219,175608
gamelan,1220,175609
gaming dubstep,1221,175610
gaming edm,1222,175611
gangster rap,1223,175612
garage house,1224,175613
garage pop,1225,175614
garage psych,1226,175615
garage punk,1227,175616
garage punk blues,1228,175617
garage rock,1229,175618
garage rock revival,1230,175619
gauze pop,1231,175620
gbvfi,1232,175621
geek folk,1233,175622
geek rock,1234,175623
georgian electronic,1235,175624
georgian folk,1236,175625
german alternative rock,1237,175626
german baroque,1238,175627
german black metal,1239,175628
german choir,1240,175629
german classical piano,1241,175630
german country,1242,175631
german dance,1243,175632
german dark minimal techno,1244,175633
german electronica,1245,175634
german grindcore,1246,175635
german hard rock,1247,175636
german heavy metal,1248,175637
german hip hop,1249,175638
german house,1250,175639
german indie,1251,175640
german indie pop,1252,175641
german jazz,1253,175642
german literature,1254,175643
german metal,1255,175644
german metalcore,1256,175645
german oi,1257,175646
german opera,1258,175647
german orchestra,1259,175648
german pop,1260,175649
german pop rock,1261,175650
german post-rock,1262,175651
german power metal,1263,175652
german punk,1264,175653
german punk rock,1265,175654
german renaissance,1266,175655
german rock,1267,175656
german romanticism,1268,175657
german shoegaze,1269,175658
german show tunes,1270,175659
german ska,1271,175660
german soundtrack,1272,175661
german stoner rock,1273,175662
german street punk,1274,175663
german tech house,1275,175664
german techno,1276,175665
german thrash metal,1277,175666
german trance,1278,175667
german underground rap,1279,175668
ghanaian hip hop,1280,175669
ghanaian pop,1281,175670
ghanaian traditional,1282,175671
ghazal,1283,175672
ghent indie,1284,175673
ghettotech,1285,175674
ghoststep,1286,175675
girl group,1287,175676
glam metal,1288,175677
glam punk,1289,175678
glam rock,1290,175679
glee club,1291,175680
glitch,1292,175681
glitch hop,1293,175682
glitch pop,1294,175683
glitchcore,1295,175684
glitter trance,1296,175685
go-go,1297,175686
goa psytrance,1298,175687
goa trance,1299,175688
goregrind,1300,175689
gospel,1301,175690
gospel antigas,1302,175691
gospel blues,1303,175692
gospel italiano,1304,175693
gospel r&b,1305,175694
gospel singers,1306,175695
gospel soul,1307,175696
gothabilly,1308,175697
gothenburg indie,1309,175698
gothenburg metal,1310,175699
gothic alternative,1311,175700
gothic americana,1312,175701
gothic black metal,1313,175702
gothic metal,1314,175703
gothic post-punk,1315,175704
gothic rock,1316,175705
gothic symphonic metal,1317,175706
gqom,1318,175707
grand rapids indie,1319,175708
grave wave,1320,175709
greek black metal,1321,175710
greek clarinet,1322,175711
greek contemporary classical,1323,175712
greek folk,1324,175713
greek guitar,1325,175714
greek hip hop,1326,175715
greek house,1327,175716
greek pop,1328,175717
greek swing,1329,175718
greek techno,1330,175719
greek underground rap,1331,175720
gregorian chant,1332,175721
grime,1333,175722
grindcore,1334,175723
griot,1335,175724
groove metal,1336,175725
groove room,1337,175726
grunge,1338,175727
grunge pop,1339,175728
grupera,1340,175729
gruperas inmortales,1341,175730
guadalajara indie,1342,175731
guam indie,1343,175732
guaracha,1344,175733
guatemalan pop,1345,175734
guidance,1346,175735
guinean pop,1347,175736
guitarra argentina,1348,175737
guitarra clasica,1349,175738
guitarra portuguesa,1350,175739
gujarati garba,1351,175740
guzheng,1352,175741
gymcore,1353,175742
gypsy,1354,175743
gypsy jazz,1355,175744
gypsy punk,1356,175745
haitian dance,1357,175746
haitian traditional,1358,175747
halftime dnb,1359,175748
halifax indie,1360,175749
halloween,1361,175750
hamburg electronic,1362,175751
hamburg hip hop,1363,175752
hamilton on indie,1364,175753
hammered dulcimer,1365,175754
hammond organ,1366,175755
hands up,1367,175756
happy hardcore,1368,175757
hard alternative,1369,175758
hard bass,1370,175759
hard bop,1371,175760
hard dance,1372,175761
hard glam,1373,175762
hard house,1374,175763
hard minimal techno,1375,175764
hard rock,1376,175765
hard rock brasileiro,1377,175766
hard trance,1378,175767
hardcore,1379,175768
hardcore hip hop,1380,175769
hardcore punk,1381,175770
hardcore punk espanol,1382,175771
hardcore techno,1383,175772
hardstyle,1384,175773
hardvapour,1385,175774
harlem hip hop,1386,175775
harlem renaissance,1387,175776
harmonica blues,1388,175777
harmonica jazz,1389,175778
harp,1390,175779
harpsichord,1391,175780
haryanvi pop,1392,175781
hawaiian,1393,175782
hawaiian hip hop,1394,175783
hawaiian indie,1395,175784
healing,1396,175785
heartland rock,1397,175786
hi-nrg,1398,175787
highlife,1399,175788
hindi hip hop,1400,175789
hindi indie,1401,175790
hindustani classical,1402,175791
hindustani instrumental,1403,175792
hindustani vocal,1404,175793
hip hop,1405,175794
hip hop cubano,1406,175795
hip house,1407,175796
hip pop,1408,175797
histoire pour enfants,1409,175798
historic classical performance,1410,175799
historic orchestral performance,1411,175800
historic piano performance,1412,175801
historic string quartet,1413,175802
historical keyboard,1414,175803
historically informed performance,1415,175804
hoerspiel,1416,175805
hokkien pop,1417,175806
hollywood,1418,175807
hong kong indie,1419,175808
hong kong rock,1420,175809
honky tonk,1421,175810
honky-tonk piano,1422,175811
hopebeat,1423,175812
horror punk,1424,175813
horror synth,1425,175814
horrorcore,1426,175815
house,1427,175816
house argentino,1428,175817
houston rap,1429,175818
huapango,1430,175819
huayno,1431,175820
hula,1432,175821
humppa,1433,175822
hungarian choir,1434,175823
hungarian classical performance,1435,175824
hungarian classical piano,1436,175825
hungarian contemporary classical,1437,175826
hungarian edm,1438,175827
hungarian folk,1439,175828
hungarian pop,1440,175829
hungarian rock,1441,175830
hungarian techno,1442,175831
hurdy-gurdy,1443,175832
hyperpop,1444,175833
hyphy,1445,175834
icelandic classical,1446,175835
icelandic experimental,1447,175836
icelandic folk,1448,175837
icelandic indie,1449,175838
icelandic pop,1450,175839
icelandic rock,1451,175840
idaho indie,1452,175841
idol,1453,175842
idol rock,1454,175843
ilahiler,1455,175844
ilocano pop,1456,175845
impressionism,1457,175846
indian classical,1458,175847
indian edm,1459,175848
indian folk,1460,175849
indian fusion,1461,175850
indian indie,1462,175851
indian instrumental,1463,175852
indian jazz,1464,175853
indian rock,1465,175854
indian singer-songwriter,1466,175855
indiana hip hop,1467,175856
indiana indie,1468,175857
indie anthem-folk,1469,175858
indie cafe pop,1470,175859
indie catala,1471,175860
indie dream pop,1472,175861
indie electronica,1473,175862
indie electropop,1474,175863
indie folk,1475,175864
indie fuzzpop,1476,175865
indie game soundtrack,1477,175866
indie garage rock,1478,175867
indie hip hop,1479,175868
indie jazz,1480,175869
indie pop,1481,175870
indie pop rap,1482,175871
indie poptimism,1483,175872
indie psych-pop,1484,175873
indie punk,1485,175874
indie quebecois,1486,175875
indie r&b,1487,175876
indie rock,1488,175877
indie rockism,1489,175878
indie shoegaze,1490,175879
indie singer-songwriter,1491,175880
indie soul,1492,175881
indie surf,1493,175882
indie tabasqueno,1494,175883
indie veneto,1495,175884
indiecoustica,1496,175885
indietronica,1497,175886
indonesian alternative rock,1498,175887
indonesian edm,1499,175888
indonesian folk,1500,175889
indonesian hip hop,1501,175890
indonesian indie,1502,175891
indonesian pop,1503,175892
indonesian r&b,1504,175893
indonesian rock,1505,175894
industrial,1506,175895
industrial black metal,1507,175896
industrial hardcore,1508,175897
industrial hip hop,1509,175898
industrial metal,1510,175899
industrial rock,1511,175900
industrial techno,1512,175901
indy indie,1513,175902
instrumental acoustic guitar,1514,175903
instrumental bluegrass,1515,175904
instrumental funk,1516,175905
instrumental grime,1517,175906
instrumental post-rock,1518,175907
instrumental progressive metal,1519,175908
instrumental rock,1520,175909
instrumental soul,1521,175910
instrumental stoner rock,1522,175911
instrumental surf,1523,175912
intelligent dance music,1524,175913
inuit traditional,1525,175914
iowa indie,1526,175915
irish ballad,1527,175916
irish banjo,1528,175917
irish classical,1529,175918
irish country,1530,175919
irish dance,1531,175920
irish electronic,1532,175921
irish experimental electronic,1533,175922
irish fiddle,1534,175923
irish flute,1535,175924
irish folk,1536,175925
irish hip hop,1537,175926
irish indie,1538,175927
irish pop,1539,175928
irish pub song,1540,175929
irish rock,1541,175930
irish singer-songwriter,1542,175931
irish techno,1543,175932
iskelma,1544,175933
islamic recitation,1545,175934
israeli classical,1546,175935
israeli classical piano,1547,175936
israeli folk,1548,175937
israeli hip hop,1549,175938
israeli mediterranean,1550,175939
israeli pop,1551,175940
israeli rock,1552,175941
israeli singer-songwriter,1553,175942
israeli techno,1554,175943
italian adult pop,1555,175944
italian alternative,1556,175945
italian baritone,1557,175946
italian baroque,1558,175947
italian baroque ensemble,1559,175948
italian bass,1560,175949
italian black metal,1561,175950
italian blues,1562,175951
italian classical guitar,1563,175952
italian classical piano,1564,175953
italian contemporary classical,1565,175954
italian contemporary jazz,1566,175955
italian death metal,1567,175956
italian disco,1568,175957
italian electronica,1569,175958
italian gothic,1570,175959
italian gothic metal,1571,175960
italian hip hop,1572,175961
italian indie pop,1573,175962
italian jazz,1574,175963
italian library music,1575,175964
italian mandolin,1576,175965
italian metal,1577,175966
italian mezzo-soprano,1578,175967
italian modern prog,1579,175968
italian new wave,1580,175969
italian opera,1581,175970
italian orchestra,1582,175971
italian pop,1583,175972
italian pop rock,1584,175973
italian post punk,1585,175974
italian power metal,1586,175975
italian progressive metal,1587,175976
italian progressive rock,1588,175977
italian punk,1589,175978
italian renaissance,1590,175979
italian romanticism,1591,175980
italian ska,1592,175981
italian soprano,1593,175982
italian soundtrack,1594,175983
italian tech house,1595,175984
italian techno,1596,175985
italian tenor,1597,175986
italian trance,1598,175987
italian violin,1599,175988
italo dance,1600,175989
italo house,1601,175990
j-acoustic,1602,175991
j-ambient,1603,175992
j-core,1604,175993
j-dance,1605,175994
j-division,1606,175995
j-idol,1607,175996
j-indie,1608,175997
j-metal,1609,175998
j-pixie,1610,175999
j-pop,1611,176000
j-pop boy group,1612,176001
j-pop girl group,1613,176002
j-poprock,1614,176003
j-punk,1615,176004
j-rap,1616,176005
j-reggae,1617,176006
j-rock,1618,176007
jacksonville indie,1619,176008
jam band,1620,176009
jamgrass,1621,176010
jangle pop,1622,176011
japanese alternative pop,1623,176012
japanese alternative rock,1624,176013
japanese chillhop,1625,176014
japanese classical,1626,176015
japanese classical performance,1627,176016
japanese classical piano,1628,176017
japanese concert band,1629,176018
japanese contemporary classical,1630,176019
japanese dream pop,1631,176020
japanese electronic,1632,176021
japanese electropop,1633,176022
japanese emo,1634,176023
japanese experimental,1635,176024
japanese folk,1636,176025
japanese garage rock,1637,176026
japanese girl punk,1638,176027
japanese heavy metal,1639,176028
japanese house,1640,176029
japanese idm,1641,176030
japanese indie pop,1642,176031
japanese indie rock,1643,176032
japanese instrumental,1644,176033
japanese jazz,1645,176034
japanese jazz fusion,1646,176035
japanese jazztronica,1647,176036
japanese metalcore,1648,176037
japanese new wave,1649,176038
japanese old school hip hop,1650,176039
japanese orchestra,1651,176040
japanese piano,1652,176041
japanese pop punk,1653,176042
japanese post-hardcore,1654,176043
japanese power metal,1655,176044
japanese prog,1656,176045
japanese psychedelic,1657,176046
japanese punk rock,1658,176047
japanese r&b,1659,176048
japanese shoegaze,1660,176049
japanese singer-songwriter,1661,176050
japanese soundtrack,1662,176051
japanese techno,1663,176052
japanese teen pop,1664,176053
japanese traditional,1665,176054
japanese vgm,1666,176055
japanese vocal jazz,1667,176056
japanese vtuber,1668,176057
jawaiian,1669,176058
jazz,1670,176059
jazz accordion,1671,176060
jazz blues,1672,176061
jazz boom bap,1673,176062
jazz brass,1674,176063
jazz chileno,1675,176064
jazz clarinet,1676,176065
jazz colombiano,1677,176066
jazz cubano,1678,176067
jazz double bass,1679,176068
jazz drums,1680,176069
jazz flute,1681,176070
jazz funk,1682,176071
jazz fusion,1683,176072
jazz guitar,1684,176073
jazz harp,1685,176074
jazz metal,1686,176075
jazz mexicano,1687,176076
jazz orchestra,1688,176077
jazz organ,1689,176078
jazz piano,1690,176079
jazz pop,1691,176080
jazz quartet,1692,176081
jazz rap,1693,176082
jazz rock,1694,176083
jazz saxophone,1695,176084
jazz trio,1696,176085
jazz trombone,1697,176086
jazz trumpet,1698,176087
jazz tuba,1699,176088
jazz venezolano,1700,176089
jazz vibraphone,1701,176090
jazz violin,1702,176091
jazztronica,1703,176092
jewish a capella,1704,176093
jewish cantorial,1705,176094
jewish hip hop,1706,176095
jig and reel,1707,176096
jordanian pop,1708,176097
joropo,1709,176098
jovem guarda,1710,176099
judaica,1711,176100
jug band,1712,176101
juju,1713,176102
jump blues,1714,176103
jump up,1715,176104
jumpstyle,1716,176105
jumptek,1717,176106
jungle,1718,176107
k-indie,1719,176108
k-pop,1720,176109
k-pop boy group,1721,176110
k-pop girl group,1722,176111
k-rap,1723,176112
kabarett,1724,176113
kabyle,1725,176114
kaneka,1726,176115
kannada bhava geethe,1727,176116
kansas city hip hop,1728,176117
karadeniz halk muzigi,1729,176118
karaoke,1730,176119
kashmiri pop,1731,176120
kawaii future bass,1732,176121
kawaii metal,1733,176122
kayokyoku,1734,176123
kazakh pop,1735,176124
kc indie,1736,176125
kent indie,1737,176126
kentucky hip hop,1738,176127
kentucky indie,1739,176128
kentucky metal,1740,176129
kentucky mountain folk,1741,176130
kentucky punk,1742,176131
kentucky roots,1743,176132
keroncong,1744,176133
khaleeji iraqi,1745,176134
khmer,1746,176135
kids dance party,1747,176136
kinderchor,1748,176137
kindermusik,1749,176138
kindie rock,1750,176139
kingston on indie,1751,176140
kirtan,1752,176141
kiwi rock,1753,176142
kizomba antigas,1754,176143
kleine hoerspiel,1755,176144
klezmer,1756,176145
knoxville indie,1757,176146
kodomo no ongaku,1758,176147
kolsche karneval,1759,176148
komedi,1760,176149
kompa,1761,176150
kora,1762,176151
korean city pop,1763,176152
korean classical performance,1764,176153
korean classical piano,1765,176154
korean electropop,1766,176155
korean indie rock,1767,176156
korean mask singer,1768,176157
korean ost,1769,176158
korean pop,1770,176159
korean r&b,1771,176160
korean trap,1772,176161
koto,1773,176162
krautrock,1774,176163
kundiman,1775,176164
la indie,1776,176165
la pop,1777,176166
laboratorio,1778,176167
lafayette indie,1779,176168
laiko,1780,176169
lancaster pa indie,1781,176170
late romantic era,1782,176171
latin,1783,176172
latin afrobeat,1784,176173
latin alternative,1785,176174
latin american classical piano,1786,176175
latin arena pop,1787,176176
latin christian,1788,176177
latin classical,1789,176178
latin funk,1790,176179
latin hip hop,1791,176180
latin house,1792,176181
latin jazz,1793,176182
latin metal,1794,176183
latin pop,1795,176184
latin rock,1796,176185
latin ska,1797,176186
latin soundtrack,1798,176187
latin talent show,1799,176188
latin tech house,1800,176189
latin viral pop,1801,176190
latin worship,1802,176191
latino comedy,1803,176192
latintronica,1804,176193
latinx alternative,1805,176194
latvian metal,1806,176195
latvian pop,1807,176196
lds,1808,176197
lds youth,1809,176198
lebanese indie,1810,176199
lebanese pop,1811,176200
leicester indie,1812,176201
levenslied,1813,176202
lexington ky indie,1814,176203
lgbtq+ hip hop,1815,176204
library music,1816,176205
libyan pop,1817,176206
liechtenstein,1818,176207
liedermacher,1819,176208
light music,1820,176209
lilith,1821,176210
liquid funk,1822,176211
lithuanian electronic,1823,176212
lithuanian folk,1824,176213
liverpool indie,1825,176214
livetronica,1826,176215
lldm,1827,176216
lo-fi,1828,176217
lo-fi beats,1829,176218
lo-fi chill,1830,176219
lo-fi cover,1831,176220
lo-fi emo,1832,176221
lo-fi house,1833,176222
lo-fi indie,1834,176223
lo-fi vgm,1835,176224
london rap,1836,176225
louisiana blues,1837,176226
louisiana metal,1838,176227
louisville indie,1839,176228
louisville underground,1840,176229
lounge,1841,176230
lounge house,1842,176231
lovers rock,1843,176232
lullaby,1844,176233
lund indie,1845,176234
lute,1846,176235
macedonian electronic,1847,176236
macedonian folk,1848,176237
macedonian pop,1849,176238
madchester,1850,176239
madrigal,1851,176240
magyar alternative,1852,176241
maine hip hop,1853,176242
maine indie,1854,176243
mainland chinese pop,1855,176244
makossa,1856,176245
malaysian hip hop,1857,176246
malaysian mandopop,1858,176247
malaysian pop,1859,176248
malian blues,1860,176249
mallet,1861,176250
mambo,1862,176251
manchester hip hop,1863,176252
mande pop,1864,176253
mandolin,1865,176254
mandopop,1866,176255
manguebeat,1867,176256
manila sound,1868,176257
manitoba indie,1869,176258
mantra,1870,176259
marathi pop,1871,176260
marathi traditional,1872,176261
marching band,1873,176262
mariachi,1874,176263
mariachi cristiano,1875,176264
marimba orquesta,1876,176265
martial industrial,1877,176266
mashup,1878,176267
math pop,1879,176268
math rock,1880,176269
mathcore,1881,176270
mathgrind,1882,176271
mbalax,1883,176272
medieval,1884,176273
medieval ensemble,1885,176274
medieval folk,1886,176275
medieval rock,1887,176276
meditation,1888,176277
medway sound,1889,176278
melancholia,1890,176279
melbourne bounce,1891,176280
melbourne bounce international,1892,176281
melbourne indie,1893,176282
mellow gold,1894,176283
melodic death metal,1895,176284
melodic deathcore,1896,176285
melodic dubstep,1897,176286
melodic groove metal,1898,176287
melodic hard rock,1899,176288
melodic hardcore,1900,176289
melodic metal,1901,176290
melodic metalcore,1902,176291
melodic rap,1903,176292
melodic techno,1904,176293
melodic thrash,1905,176294
melodipop,1906,176295
meme rap,1907,176296
memphis americana,1908,176297
memphis blues,1909,176298
memphis hip hop,1910,176299
memphis soul,1911,176300
mento,1912,176301
merengue,1913,176302
merengue tipico,1914,176303
merseybeat,1915,176304
messianic praise,1916,176305
metal,1917,176306
metal catala,1918,176307
metal catarinense,1919,176308
metal gotico,1920,176309
metal guitar,1921,176310
metal mineiro,1922,176311
metalcore,1923,176312
metallic hardcore,1924,176313
metropopolis,1925,176314
mexican classic rock,1926,176315
mexican classical,1927,176316
mexican edm,1928,176317
mexican hip hop,1929,176318
mexican indie,1930,176319
mexican metal,1931,176320
mexican pop,1932,176321
mexican pop punk,1933,176322
mexican rock,1934,176323
mexican rock-and-roll,1935,176324
mexican tech house,1936,176325
mexican techno,1937,176326
mexican traditional,1938,176327
miami bass,1939,176328
miami hip hop,1940,176329
miami indie,1941,176330
miami metal,1942,176331
michigan indie,1943,176332
microhouse,1944,176333
microtonal,1945,176334
middle earth,1946,176335
middle eastern traditional,1947,176336
midwest americana,1948,176337
midwest emo,1949,176338
military cadence,1950,176339
military rap,1951,176340
milwaukee indie,1952,176341
mindfulness,1953,176342
minecraft,1954,176343
minimal dub,1955,176344
minimal dubstep,1956,176345
minimal melodic techno,1957,176346
minimal tech house,1958,176347
minimal techno,1959,176348
minimal wave,1960,176349
minimalism,1961,176350
minneapolis indie,1962,176351
minneapolis metal,1963,176352
minneapolis punk,1964,176353
minneapolis sound,1965,176354
minnesota hip hop,1966,176355
mississippi hip hop,1967,176356
mississippi indie,1968,176357
mizrahi,1969,176358
mluvene slovo,1970,176359
mod revival,1971,176360
modern alternative pop,1972,176361
modern alternative rock,1973,176362
modern big band,1974,176363
modern blues,1975,176364
modern blues rock,1976,176365
modern bollywood,1977,176366
modern cello,1978,176367
modern country rock,1979,176368
modern dream pop,1980,176369
modern folk rock,1981,176370
modern funk,1982,176371
modern hard rock,1983,176372
modern indie pop,1984,176373
modern jazz piano,1985,176374
modern jazz trio,1986,176375
modern old-time,1987,176376
modern performance,1988,176377
modern power pop,1989,176378
modern psychedelic folk,1990,176379
modern reggae,1991,176380
modern rock,1992,176381
modern salsa,1993,176382
modern ska punk,1994,176383
modern southern rock,1995,176384
modern string quartet,1996,176385
modern swing,1997,176386
modern uplift,1998,176387
modular synth,1999,176388
modular techno,2000,176389
moldovan pop,2001,176390
mollywood,2002,176391
mongolian hip hop,2003,176392
mongolian pop,2004,176393
monterrey indie,2005,176394
montreal indie,2006,176395
moog,2007,176396
moombahton,2008,176397
moravian folk,2009,176398
morna,2010,176399
moroccan pop,2011,176400
motivation,2012,176401
motown,2013,176402
mountain dulcimer,2014,176403
movie tunes,2015,176404
mpb,2016,176405
mumbai indie,2017,176406
munich electronic,2018,176407
music box,2019,176408
music hall,2020,176409
musica afroperuana,2021,176410
musica alagoana,2022,176411
musica andina,2023,176412
musica andina colombiana,2024,176413
musica andorra,2025,176414
musica antigua,2026,176415
musica aragonesa,2027,176416
musica ayacuchana,2028,176417
musica canaria,2029,176418
musica catalana,2030,176419
musica costarricense,2031,176420
musica costena,2032,176421
musica cristiana guatemalteca,2033,176422
musica de fondo,2034,176423
musica hondurena,2035,176424
musica indigena brasileira,2036,176425
musica infantil,2037,176426
musica jibara,2038,176427
musica juiz-forana,2039,176428
musica llanera,2040,176429
musica nicaraguense,2041,176430
musica para criancas,2042,176431
musica para ninos,2043,176432
musica paraibana,2044,176433
musica pernambucana,2045,176434
musica piemonteisa,2046,176435
musica popular colombiana,2047,176436
musica popular mineira,2048,176437
musica popular paraense,2049,176438
musica potosina,2050,176439
musica prehispanica,2051,176440
musica sarda,2052,176441
musica tradicional cubana,2053,176442
musica tropical guatemalteca,2054,176443
musica valenciana,2055,176444
musica yucateca,2056,176445
musical advocacy,2057,176446
musikkorps,2058,176447
musique ancienne,2059,176448
musique concrete,2060,176449
musique pour enfant quebecois,2061,176450
musique pour enfants,2062,176451
muzica crestina,2063,176452
muzica populara,2064,176453
muziek voor kinderen,2065,176454
muzika l'yeladim,2066,176455
naija worship,2067,176456
nantes indie,2068,176457
narodna muzika,2069,176458
nashville americana,2070,176459
nashville hip hop,2071,176460
nashville indie,2072,176461
nashville singer-songwriter,2073,176462
nashville sound,2074,176463
native american,2075,176464
native american contemporary,2076,176465
native american flute,2077,176466
native american spiritual,2078,176467
navajo,2079,176468
nederlandse hardstyle,2080,176469
nederpop,2081,176470
neo classical metal,2082,176471
neo honky tonk,2083,176472
neo kyma,2084,176473
neo mellow,2085,176474
neo r&b,2086,176475
neo soul,2087,176476
neo-classical,2088,176477
neo-crust,2089,176478
neo-kraut,2090,176479
neo-pagan,2091,176480
neo-progressive,2092,176481
neo-psychedelic,2093,176482
neo-rockabilly,2094,176483
neo-singer-songwriter,2095,176484
neo-synthpop,2096,176485
neo-trad metal,2097,176486
neo-traditional bluegrass,2098,176487
neo-traditional country,2099,176488
neoclassical darkwave,2100,176489
neoclassicism,2101,176490
neofolk,2102,176491
neon pop punk,2103,176492
nepali indie,2104,176493
nepali pop,2105,176494
nerdcore,2106,176495
neue deutsche harte,2107,176496
neue deutsche todeskunst,2108,176497
neue deutsche welle,2109,176498
neurofunk,2110,176499
new age,2111,176500
new age piano,2112,176501
new americana,2113,176502
new beat,2114,176503
new comedy,2115,176504
new england americana,2116,176505
new england emo,2117,176506
new england metal,2118,176507
new french touch,2119,176508
new isolationism,2120,176509
new jack swing,2121,176510
new jersey hardcore,2122,176511
new jersey indie,2123,176512
new jersey punk,2124,176513
new jersey rap,2125,176514
new mexico music,2126,176515
new orleans blues,2127,176516
new orleans funk,2128,176517
new orleans indie,2129,176518
new orleans jazz,2130,176519
new orleans rap,2131,176520
new rave,2132,176521
new romantic,2133,176522
new tribe,2134,176523
new wave,2135,176524
new wave of thrash metal,2136,176525
new wave pop,2137,176526
new weird america,2138,176527
new york death metal,2139,176528
new york drill,2140,176529
new zealand classical,2141,176530
newcastle nsw indie,2142,176531
nigerian hip hop,2143,176532
nigerian pop,2144,176533
nightcore,2145,176534
nightrun,2146,176535
ninja,2147,176536
nintendocore,2148,176537
nisiotika,2149,176538
nl folk,2150,176539
no wave,2151,176540
noise pop,2152,176541
noise punk,2153,176542
noise rock,2154,176543
nordic classical piano,2155,176544
nordic contemporary classical,2156,176545
nordic folk,2157,176546
nordic folk metal,2158,176547
nordic house,2159,176548
nordic orchestra,2160,176549
nordic post-rock,2161,176550
nordic soundtrack,2162,176551
norman ok indie,2163,176552
norsk lovsang,2164,176553
norteno,2165,176554
norteno-sax,2166,176555
north carolina emo,2167,176556
north carolina hip hop,2168,176557
north carolina indie,2169,176558
north carolina metal,2170,176559
north carolina roots,2171,176560
north dakota indie,2172,176561
north east england indie,2173,176562
northern irish indie,2174,176563
northern irish punk,2175,176564
northern soul,2176,176565
northumbrian folk,2177,176566
norwegian black metal,2178,176567
norwegian choir,2179,176568
norwegian classical,2180,176569
norwegian contemporary jazz,2181,176570
norwegian death metal,2182,176571
norwegian experimental,2183,176572
norwegian hip hop,2184,176573
norwegian indie,2185,176574
norwegian jazz,2186,176575
norwegian metal,2187,176576
norwegian pop,2188,176577
norwegian pop rap,2189,176578
norwegian punk rock,2190,176579
norwegian rock,2191,176580
norwegian singer-songwriter,2192,176581
norwegian space disco,2193,176582
nottingham indie,2194,176583
nouvelle chanson francaise,2195,176584
nova canco,2196,176585
nova mpb,2197,176586
nova musica pernambucana,2198,176587
novelty,2199,176588
nu disco,2200,176589
nu gaze,2201,176590
nu jazz,2202,176591
nu metal,2203,176592
nu skool breaks,2204,176593
nu-cumbia,2205,176594
nu-metalcore,2206,176595
nubian traditional,2207,176596
nueva cancion,2208,176597
nueva ola chilena,2209,176598
nueva ola peruana,2210,176599
nuevo flamenco,2211,176600
nuevo folklore mexicano,2212,176601
nuevo regional mexicano,2213,176602
nuevo tango,2214,176603
nursery,2215,176604
nwobhm,2216,176605
nwocr,2217,176606
nwothm,2218,176607
ny roots,2219,176608
nyc pop,2220,176609
nyc rap,2221,176610
nyhc,2222,176611
nz hip hop,2223,176612
nz indie,2224,176613
nz pop,2225,176614
nz reggae,2226,176615
nz singer-songwriter,2227,176616
oakland hip hop,2228,176617
oakland indie,2229,176618
oc indie,2230,176619
oc rap,2231,176620
oceania soundtrack,2232,176621
ohio hip hop,2233,176622
ohio indie,2234,176623
oi,2235,176624
okc indie,2236,176625
okinawan pop,2237,176626
oklahoma country,2238,176627
oktoberfest,2239,176628
old school dancehall,2240,176629
old school hard trance,2241,176630
old school hip hop,2242,176631
old school rap francais,2243,176632
old school thrash,2244,176633
old school uk hip hop,2245,176634
old west,2246,176635
old-time,2247,176636
old-time fiddle,2248,176637
olympia wa indie,2249,176638
omaha indie,2250,176639
one-person band,2251,176640
ontario indie,2252,176641
opera,2253,176642
opera chorus,2254,176643
opera metal,2255,176644
operatic pop,2256,176645
operetta,2257,176646
opm,2258,176647
oratory,2259,176648
orchestra,2260,176649
orchestral performance,2261,176650
organic ambient,2262,176651
organic electronic,2263,176652
organic house,2264,176653
orgcore,2265,176654
oriental classical,2266,176655
orkney and shetland folk,2267,176656
orlando indie,2268,176657
orquesta tipica,2269,176658
orthodox chant,2270,176659
otacore,2271,176660
oth indie,2272,176661
ottawa rap,2273,176662
oud,2274,176663
outer hip hop,2275,176664
outlaw country,2276,176665
outsider,2277,176666
outsider house,2278,176667
oxford choir,2279,176668
oxford indie,2280,176669
p funk,2281,176670
pagan black metal,2282,176671
pagode,2283,176672
pagode baiano,2284,176673
paisley underground,2285,176674
pakistani folk,2286,176675
pakistani hip hop,2287,176676
pakistani indie,2288,176677
pakistani pop,2289,176678
palm desert scene,2290,176679
panamanian pop,2291,176680
panpipe,2292,176681
papuri,2293,176682
parody,2294,176683
partido alto,2295,176684
partyschlager,2296,176685
pei indie,2297,176686
permanent wave,2298,176687
perreo,2299,176688
persian hip hop,2300,176689
persian pop,2301,176690
persian traditional,2302,176691
perth indie,2303,176692
peruvian hip hop,2304,176693
peruvian rock,2305,176694
pet calming,2306,176695
philly indie,2307,176696
philly rap,2308,176697
philly soul,2309,176698
phonk,2310,176699
pianissimo,2311,176700
piano blues,2312,176701
piano cover,2313,176702
piano mpb,2314,176703
piano rock,2315,176704
pibroch,2316,176705
piedmont blues,2317,176706
pinoy hip hop,2318,176707
pinoy indie,2319,176708
pinoy pop punk,2320,176709
pinoy praise,2321,176710
pinoy r&b,2322,176711
pinoy reggae,2323,176712
pinoy rock,2324,176713
pinoy traditional,2325,176714
pinoy trap,2326,176715
pirate,2327,176716
pittsburgh indie,2328,176717
pittsburgh rap,2329,176718
pittsburgh rock,2330,176719
pixie,2331,176720
plunderphonics,2332,176721
poetry,2333,176722
pokemon,2334,176723
polca paraguaya,2335,176724
polish blues,2336,176725
polish classical,2337,176726
polish classical piano,2338,176727
